date,gold,silver
11/25/2005,288.91,319.15
11/28/2005,292.62,328.1
11/29/2005,293.17,326.12
11/30/2005,290.41,325.38
12/01/2005,294.87,333.84
12/02/2005,295.31,335.62
12/05/2005,298.66,339.15
12/06/2005,299.4,341.4
12/07/2005,301.76,344.73
12/08/2005,304.65,349.16
12/09/2005,309.05,353.28
12/12/2005,309.91,345.12
12/13/2005,305.63,333.61
12/14/2005,297.15,328.99
12/15/2005,295.49,335.63
12/16/2005,295.11,334.3
12/19/2005,295.32,336.16
12/20/2005,290.05,326.48
12/21/2005,289.09,328.07
12/22/2005,294.78,333.66
12/23/2005,294.93,336.31
12/26/2005,294.93,336.31
12/27/2005,297.92,342.95
12/28/2005,301.57,347.78
12/29/2005,302.3,345.75
12/30/2005,303.16,346.1
01/02/2006,303.16,346.1
01/03/2006,311.24,356.77
01/04/2006,313.08,357.2
01/05/2006,308.56,345.63
01/06/2006,316.43,357.39
01/09/2006,321.97,361.8
01/10/2006,319.2,351.4
01/11/2006,321.82,353.39
01/12/2006,321.39,353.24
01/13/2006,325.95,357.37
01/16/2006,325.95,357.37
01/17/2006,324.54,353.95
01/18/2006,318.83,346.19
01/19/2006,327.34,355.4
01/20/2006,324.48,348.49
01/23/2006,327.38,354.2
01/24/2006,327.07,360.29
01/25/2006,329.73,371.35
01/26/2006,328.25,375.1
01/27/2006,327.54,375.15
01/30/2006,331.67,381.92
01/31/2006,334.56,386.27
02/01/2006,333.72,382.8
02/02/2006,335.39,386.05
02/03/2006,332.41,381.52
02/06/2006,334.1,381.58
02/07/2006,322.8,368.02
02/08/2006,322.26,369.23
02/09/2006,330.62,377.8
02/10/2006,322.16,367.02
02/13/2006,315.64,356.95
02/14/2006,319.64,364.63
02/15/2006,316.07,360.68
02/16/2006,319.66,366.74
02/17/2006,323.08,368.77
02/20/2006,323.08,368.77
02/21/2006,324.41,373.84
02/22/2006,324.45,375.21
02/23/2006,321.16,371.22
02/24/2006,327.21,381.71
02/27/2006,324.88,376.8
02/28/2006,328.95,381.13
03/01/2006,330.1,380.59
03/02/2006,332.82,396.89
03/03/2006,331.46,397.99
03/06/2006,325.05,389.97
03/07/2006,323.75,393.21
03/08/2006,317.85,383.07
03/09/2006,319.46,387.98
03/10/2006,316.19,387.64
03/13/2006,319.9,395.45
03/14/2006,323.12,398.93
03/15/2006,323.92,403.07
03/16/2006,324.54,402.81
03/17/2006,324.4,403.75
03/20/2006,325.11,403.79
03/21/2006,323.41,411.75
03/22/2006,322.58,409.07
03/23/2006,322.04,416.73
03/24/2006,327.76,418.53
03/27/2006,332,424.93
03/28/2006,331.81,424.01
03/29/2006,335.57,433.62
03/30/2006,343.27,454.94
03/31/2006,340.35,449.53
04/03/2006,344.89,459.27
04/04/2006,342.79,457.96
04/05/2006,343.93,457.04
04/06/2006,348.15,470.37
04/07/2006,344.13,471.41
04/10/2006,349.55,490.75
04/11/2006,348.2,492.52
04/12/2006,349.35,495.15
04/13/2006,348.7,502.73
04/14/2006,348.7,502.73
04/17/2006,359.74,522.94
04/18/2006,362.41,539.44
04/19/2006,369.84,568.5
04/20/2006,362.38,490.39
04/21/2006,369.64,507.62
04/24/2006,363.04,461.28
04/25/2006,369.08,492.02
04/26/2006,373.66,502.02
04/27/2006,370.39,488.54
04/28/2006,381.04,528.96
05/01/2006,384.5,542.17
05/02/2006,388.75,551.75
05/03/2006,389.44,535.71
05/04/2006,394.15,536.94
05/05/2006,398.75,539.54
05/08/2006,396.34,535.09
05/09/2006,408.96,562.17
05/10/2006,411.48,555.05
05/11/2006,420.77,580.58
05/12/2006,415.28,553.45
05/15/2006,399.79,518.67
05/16/2006,404.41,526.71
05/17/2006,403.89,515.11
05/18/2006,397.58,487.17
05/19/2006,383.99,481.01
05/22/2006,384.2,483.92
05/23/2006,393.57,512.79
05/24/2006,372.62,487.36
05/25/2006,378.92,490.73
05/26/2006,380.41,495.86
05/29/2006,380.41,495.86
05/30/2006,382.41,509.37
05/31/2006,375.8,485.47
06/01/2006,366.88,464.1
06/02/2006,371.27,471.17
06/05/2006,375.87,479.55
06/06/2006,367.81,462.06
06/07/2006,366.64,463.88
06/08/2006,355.8,432.18
06/09/2006,355.26,437.43
06/12/2006,354.53,431.98
06/13/2006,328.77,375.94
06/14/2006,328.64,380.29
06/15/2006,330.89,389.39
06/16/2006,337.55,395.64
06/19/2006,332.29,389.64
06/20/2006,337.03,401.35
06/21/2006,343.18,407.25
06/22/2006,339.97,399.29
06/23/2006,341.53,402.25
06/26/2006,341.49,400.78
06/27/2006,339.62,399.25
06/28/2006,337.69,397.09
06/29/2006,342.33,404.05
06/30/2006,358.13,423.49
07/03/2006,358.28,423.67
07/04/2006,358.28,423.67
07/05/2006,366.34,442.99
07/06/2006,370.24,449.65
07/07/2006,369.41,442.73
07/10/2006,364.5,431.46
07/11/2006,374.41,448.6
07/12/2006,379.18,448.86
07/13/2006,381.11,446.2
07/14/2006,389,448.01
07/17/2006,379.86,431.1
07/18/2006,366.95,409.19
07/19/2006,374.59,432.58
07/20/2006,368.71,430.3
07/21/2006,361.62,421.81
07/24/2006,357.6,424.9
07/25/2006,360.45,425.93
07/26/2006,362.79,431.25
07/27/2006,369.01,443.37
07/28/2006,370.38,442.46
07/31/2006,369.96,442.84
08/01/2006,376.87,457.31
08/02/2006,379.96,477.05
08/03/2006,375.95,471.07
08/04/2006,375.43,486.53
08/07/2006,377.59,478.16
08/08/2006,376.38,478.06
08/09/2006,379.13,490.17
08/10/2006,370.02,472.25
08/11/2006,369.15,463.82
08/14/2006,366.38,474.6
08/15/2006,362.77,471.82
08/16/2006,366.31,479.74
08/17/2006,358.51,468.56
08/18/2006,356.5,469.98
08/21/2006,364.39,482.54
08/22/2006,363.75,479.41
08/23/2006,363.23,489.38
08/24/2006,360.7,481.47
08/25/2006,362.07,483.85
08/28/2006,358.26,470.55
08/29/2006,355.55,475.44
08/30/2006,359.62,488.93
08/31/2006,364.32,502.89
09/01/2006,363.45,504.51
09/04/2006,363.45,504.51
09/05/2006,371.87,507.49
09/06/2006,368.99,509.88
09/07/2006,359.33,490.44
09/08/2006,355,475.05
09/11/2006,343.64,434.47
09/12/2006,341.96,430.67
09/13/2006,343.16,433.04
09/14/2006,337.28,423.44
09/15/2006,335.6,420.59
09/18/2006,341.38,436.82
09/19/2006,335.89,423.53
09/20/2006,337.67,431.13
09/21/2006,338.92,435.25
09/22/2006,343.06,437.83
09/25/2006,343.49,438.58
09/26/2006,344.22,445.23
09/27/2006,347.84,453.22
09/28/2006,352.27,454.64
09/29/2006,348.46,447.15
10/02/2006,348.08,451.2
10/03/2006,335.54,428.2
10/04/2006,327.05,418.56
10/05/2006,332.17,429.28
10/06/2006,332.97,433.41
10/09/2006,336.56,443.09
10/10/2006,332.8,435.39
10/11/2006,333.01,439.71
10/12/2006,335.25,441.71
10/13/2006,342.46,453.42
10/16/2006,345.96,462.53
10/17/2006,343.11,457.55
10/18/2006,342.64,459.17
10/19/2006,348.41,472.44
10/20/2006,344.93,464.93
10/23/2006,337.27,453.65
10/24/2006,340.03,460.71
10/25/2006,341.93,462.33
10/26/2006,347.19,476.01
10/27/2006,347.93,469.85
10/30/2006,351.78,476.66
10/31/2006,351.48,477.51
11/01/2006,358.77,485.55
11/02/2006,363.75,492.43
11/03/2006,364.61,491.91
11/06/2006,364.01,496.99
11/07/2006,363.94,493.75
11/08/2006,358.54,488.95
11/09/2006,369.3,508.39
11/10/2006,365.49,510.99
11/13/2006,363.16,502.34
11/14/2006,362.93,502.64
11/15/2006,362.06,504.86
11/16/2006,360.9,505.01
11/17/2006,361.41,499.39
11/20/2006,361.39,497.32
11/21/2006,365.29,510.86
11/22/2006,365.52,509.24
11/23/2006,365.52,509.24
11/24/2006,365.62,509.38
11/27/2006,372.5,527.23
11/28/2006,370.6,532.16
11/29/2006,369.55,530.23
11/30/2006,376,543.98
12/01/2006,374.72,546.95
12/04/2006,375.05,549.29
12/05/2006,373.37,540.88
12/06/2006,366.51,532.09
12/07/2006,367.19,541.42
12/08/2006,363.78,536.09
12/11/2006,366.12,541.32
12/12/2006,364.38,539.66
12/13/2006,364.84,537.22
12/14/2006,364.02,538.65
12/15/2006,357.26,501.26
12/18/2006,356.71,483.89
12/19/2006,361.09,491.1
12/20/2006,360.5,488.66
12/21/2006,358.99,482.73
12/22/2006,359.44,488.4
12/25/2006,359.44,488.4
12/26/2006,362.3,492.15
12/27/2006,364.31,499.95
12/28/2006,368.18,500.6
12/29/2006,368.86,500.47
01/01/2007,368.86,500.47
01/02/2007,369.06,500.75
01/03/2007,364.37,490.56
01/04/2007,362.34,497.01
01/05/2007,351.22,473.65
01/08/2007,352.81,478.88
01/09/2007,356.1,488.06
01/10/2007,355.22,482.31
01/11/2007,355.59,482.96
01/12/2007,363.11,499.3
01/15/2007,363.11,499.3
01/16/2007,362.74,489.69
01/17/2007,367.04,500.04
01/18/2007,364.1,492.15
01/19/2007,368.98,501.34
01/22/2007,367.81,504.66
01/23/2007,374.7,514.82
01/24/2007,376.07,515.4
01/25/2007,376.07,523.89
01/26/2007,373.99,519.5
01/29/2007,373.23,514.86
01/30/2007,373.91,519.79
01/31/2007,378.4,527.44
02/01/2007,381.38,533.54
02/02/2007,374.82,520.01
02/05/2007,377.62,527.42
02/06/2007,379.17,531.97
02/07/2007,378.42,533.41
02/08/2007,381.64,535.82
02/09/2007,387.16,541.53
02/12/2007,384.45,533.97
02/13/2007,385.19,541.83
02/14/2007,387.26,543.84
02/15/2007,386.97,543.76
02/16/2007,387.83,544.92
02/19/2007,387.83,544.92
02/20/2007,381.25,539.09
02/21/2007,394.57,556.3
02/22/2007,394.04,555.65
02/23/2007,396.23,569.17
02/26/2007,398.19,573.12
02/27/2007,396.75,567.71
02/28/2007,388.31,550.21
03/01/2007,384.1,527.67
03/02/2007,372.02,501.07
03/05/2007,369.35,493.16
03/06/2007,373.45,502.32
03/07/2007,377.37,507.03
03/08/2007,378.92,507.68
03/09/2007,376.98,501.95
03/12/2007,376.13,506.61
03/13/2007,375.66,501.84
03/14/2007,371.7,496.88
03/15/2007,374.39,506.43
03/16/2007,378.4,511.93
03/19/2007,378.73,512.84
03/20/2007,381.53,518.22
03/21/2007,382.16,516.35
03/22/2007,384.62,522.62
03/23/2007,380.66,512.89
03/26/2007,384.66,520.2
03/27/2007,383.91,515.23
03/28/2007,386.32,522.09
03/29/2007,383.33,517.7
03/30/2007,384.18,522.04
04/02/2007,385.78,518.37
04/03/2007,384.8,521.55
04/04/2007,389.27,529
04/05/2007,390.48,533.73
04/06/2007,390.48,533.73
04/09/2007,389.25,536.74
04/10/2007,391.95,541.48
04/11/2007,392.12,539.97
04/12/2007,391.02,538.72
04/13/2007,396.94,547.89
04/16/2007,399.75,547.69
04/17/2007,398.66,545.41
04/18/2007,399.17,543.68
04/19/2007,396.35,534.42
04/20/2007,400.72,543.13
04/23/2007,399.96,547.02
04/24/2007,396.27,536.75
04/25/2007,396.15,536.09
04/26/2007,390.79,519.12
04/27/2007,393.03,523.82
04/30/2007,394.17,524.03
05/01/2007,390.65,516.18
05/02/2007,389.43,514.9
05/03/2007,394.85,521.73
05/04/2007,397.96,522.57
05/07/2007,398.52,527.03
05/08/2007,396.85,525.55
05/09/2007,394.08,520.6
05/10/2007,385.2,507.92
05/11/2007,388.29,514.36
05/14/2007,387.19,511.86
05/15/2007,389.7,515.02
05/16/2007,382.25,500.2
05/17/2007,379.84,498.45
05/18/2007,382.64,503.15
05/21/2007,383.82,508.27
05/22/2007,381.64,502.92
05/23/2007,383.24,507.44
05/24/2007,377.9,500.34
05/25/2007,379.1,503.51
05/28/2007,379.1,503.51
05/29/2007,380.45,512.42
05/30/2007,378.15,512.37
05/31/2007,382.44,522.13
06/01/2007,388.34,532.66
06/04/2007,388.15,533.07
06/05/2007,387.52,535.74
06/06/2007,387.28,532.12
06/07/2007,381.93,523
06/08/2007,373.43,506.02
06/11/2007,378.57,515.3
06/12/2007,375.23,508.2
06/13/2007,375.05,507.08
06/14/2007,376.94,511.23
06/15/2007,378.6,514.94
06/18/2007,379.44,514.22
06/19/2007,382.24,517.75
06/20/2007,379.59,514.89
06/21/2007,376.3,508.76
06/22/2007,377.96,506.13
06/25/2007,376.78,500.81
06/26/2007,371.42,477.58
06/27/2007,371.18,474.87
06/28/2007,374.45,481.71
06/29/2007,374.79,480.54
07/02/2007,379.71,491.02
07/03/2007,377.58,488.97
07/04/2007,377.58,488.97
07/05/2007,374.91,485.05
07/06/2007,377.38,491.94
07/09/2007,381.97,494.57
07/10/2007,383.13,500.61
07/11/2007,381.86,500.68
07/12/2007,385.45,508.66
07/13/2007,384.98,506.03
07/16/2007,384.57,504.49
07/17/2007,384.39,502.75
07/18/2007,388.86,513.32
07/19/2007,391.46,516.67
07/20/2007,395.26,517.82
07/23/2007,393.6,515.21
07/24/2007,395.58,519.65
07/25/2007,389.29,508.39
07/26/2007,382.88,500.73
07/27/2007,381.34,491.71
07/30/2007,383.94,499.19
07/31/2007,385.52,503.67
08/01/2007,383.64,501.33
08/02/2007,384.09,502.95
08/03/2007,388.57,509.33
08/06/2007,388.1,504.69
08/07/2007,387.59,507.16
08/08/2007,389.91,510.15
08/09/2007,382.29,492.21
08/10/2007,387.35,498.64
08/13/2007,387.1,498.33
08/14/2007,386.47,494.3
08/15/2007,386.52,486.8
08/16/2007,374.23,445.62
08/17/2007,379.28,457.56
08/20/2007,379.26,455.18
08/21/2007,379.12,446.42
08/22/2007,380.57,448.71
08/23/2007,380.43,451.38
08/24/2007,385.64,462.9
08/27/2007,384.99,456.35
08/28/2007,383.51,456.41
08/29/2007,384.64,459.64
08/30/2007,383.83,457.9
08/31/2007,388.44,468.3
09/03/2007,388.44,468.3
09/04/2007,394.11,476.89
09/05/2007,393.7,473.39
09/06/2007,401.67,480.26
09/07/2007,404.63,489.02
09/10/2007,406.2,486.9
09/11/2007,411.32,492.13
09/12/2007,411.14,490.57
09/13/2007,409.58,486.29
09/14/2007,409.57,487.3
09/17/2007,413.12,494.93
09/18/2007,413.11,495.95
09/19/2007,416.47,502.91
09/20/2007,422.45,516.98
09/21/2007,421.93,522.79
09/24/2007,422.3,523.74
09/25/2007,422.06,523.02
09/26/2007,420.22,520.2
09/27/2007,422.78,524.1
09/28/2007,428.6,534.72
10/01/2007,431.08,532.39
10/02/2007,420.95,516.88
10/03/2007,420.65,517.71
10/04/2007,425.33,518.92
10/05/2007,427.32,518.59
10/08/2007,422.59,513.76
10/09/2007,425.15,522.39
10/10/2007,426.86,525.71
10/11/2007,433.03,537.96
10/12/2007,431.42,534.87
10/15/2007,436.37,533.2
10/16/2007,436.3,525.68
10/17/2007,436.53,529.28
10/18/2007,440.24,531.38
10/19/2007,440.12,524.98
10/22/2007,435.47,522.08
10/23/2007,437.29,525.79
10/24/2007,438.77,523.54
10/25/2007,441.91,535.73
10/26/2007,451.42,550.24
10/29/2007,454.49,556.2
10/30/2007,451.79,552.33
10/31/2007,456.14,556.63
11/01/2007,455.27,552.33
11/02/2007,463.81,562.96
11/05/2007,465.28,570.32
11/06/2007,472.56,593.33
11/07/2007,478.4,591.26
11/08/2007,480.74,598.63
11/09/2007,479.21,599.88
11/12/2007,463.86,569.86
11/13/2007,458.85,564.11
11/14/2007,468,581.73
11/15/2007,452.27,559.3
11/16/2007,452.15,560.42
11/19/2007,447.15,547.19
11/20/2007,454.94,560.44
11/21/2007,459.09,557.4
11/22/2007,459.09,557.4
11/23/2007,474.11,569.64
11/26/2007,475.32,573.58
11/27/2007,468.24,560.35
11/28/2007,460.35,554.68
11/29/2007,457.54,551.37
11/30/2007,450.06,540.73
12/03/2007,453.37,542.59
12/04/2007,460.77,552.37
12/05/2007,458.58,552.23
12/06/2007,460.56,558.58
12/07/2007,456.66,554.04
12/10/2007,464.37,567.36
12/11/2007,466.46,567.98
12/12/2007,467.47,566.5
12/13/2007,459.06,544.08
12/14/2007,455.67,534.42
12/17/2007,456.53,534.44
12/18/2007,461.2,541.55
12/19/2007,460.09,543.78
12/20/2007,458.87,548.34
12/21/2007,465.88,554.04
12/24/2007,466.63,560.76
12/25/2007,466.63,560.76
12/26/2007,474.14,567.56
12/27/2007,475.5,566.96
12/28/2007,481.78,569.95
12/31/2007,479.22,571.07
01/01/2008,479.22,571.07
01/02/2008,491.89,585.34
01/03/2008,497.14,593.43
01/04/2008,495.24,592.03
01/07/2008,493.26,585.61
01/08/2008,503.78,605.77
01/09/2008,504.62,606.78
01/10/2008,511.43,623.49
01/11/2008,513.78,627.19
01/14/2008,517.12,629.46
01/15/2008,516.71,624.73
01/16/2008,504.82,609.26
01/17/2008,503.95,613.72
01/18/2008,504.62,621.63
01/21/2008,504.62,621.63
01/22/2008,509.4,617.63
01/23/2008,505.05,612.49
01/24/2008,518.22,626.45
01/25/2008,521.1,632.51
01/28/2008,530.65,642.61
01/29/2008,529.54,644.57
01/30/2008,527.02,643.08
01/31/2008,528.02,652.14
02/01/2008,519.8,647.39
02/04/2008,517.57,644.06
02/05/2008,506.73,627.4
02/06/2008,515.13,635.31
02/07/2008,518.01,643.99
02/08/2008,525.04,656.89
02/11/2008,527.65,670.85
02/12/2008,518.8,662.45
02/13/2008,518.32,666.46
02/14/2008,518.69,662.76
02/15/2008,516.05,657.61
02/18/2008,516.05,657.61
02/19/2008,529.68,672.78
02/20/2008,534.27,682.52
02/21/2008,540.79,689.94
02/22/2008,540.03,693.34
02/25/2008,535.97,695.53
02/26/2008,540.79,719.99
02/27/2008,547.72,738.84
02/28/2008,551.45,753.29
02/29/2008,555.76,761.17
03/03/2008,561.11,771.44
03/04/2008,550.93,758.48
03/05/2008,563.61,794.64
03/06/2008,557.14,773.27
03/07/2008,555.52,774.27
03/10/2008,554.22,756.6
03/11/2008,556.66,755.79
03/12/2008,559.2,764.69
03/13/2008,566.83,780.98
03/14/2008,570.03,790
03/17/2008,571.68,776.51
03/18/2008,572.67,763.53
03/19/2008,539.13,705.6
03/20/2008,524.73,644.6
03/21/2008,524.73,644.6
03/24/2008,524.17,654.63
03/25/2008,533.56,681.05
03/26/2008,541.81,703.38
03/27/2008,541.71,709.79
03/28/2008,531.79,686.48
03/31/2008,523.33,662.44
04/01/2008,504.21,646.39
04/02/2008,511.27,657.52
04/03/2008,516.63,669.02
04/04/2008,518.7,679.58
04/07/2008,526.49,693.63
04/08/2008,521.51,677.9
04/09/2008,532.61,696.76
04/10/2008,529.39,690.8
04/11/2008,526.68,677.43
04/14/2008,527.71,681.29
04/15/2008,529.6,683.63
04/16/2008,538.88,701.88
04/17/2008,535.83,701.3
04/18/2008,520.1,682.96
04/21/2008,521.51,665.4
04/22/2008,525.85,678.75
04/23/2008,516.67,657.9
04/24/2008,505.54,638.58
04/25/2008,505.73,645.84
04/28/2008,509.09,652.2
04/29/2008,498.48,633.83
04/30/2008,491.84,632.06
05/01/2008,483.79,617.31
05/02/2008,487.85,627.24
05/05/2008,497.06,641.22
05/06/2008,499.13,642.39
05/07/2008,495.45,636.13
05/08/2008,501.66,642.83
05/09/2008,503.8,644.38
05/12/2008,503.36,656.47
05/13/2008,494.76,641.37
05/14/2008,493.03,633.21
05/15/2008,500.58,635.99
05/16/2008,511.93,646.5
05/19/2008,515.47,649.19
05/20/2008,523.65,675.8
05/21/2008,528.55,688.22
05/22/2008,522.8,687.3
05/23/2008,527.13,697.45
05/26/2008,527.13,697.45
05/27/2008,517.15,666.12
05/28/2008,512.76,664.25
05/29/2008,499.58,629.96
05/30/2008,505.16,643.34
06/02/2008,508.36,645.16
06/03/2008,501.87,642.33
06/04/2008,500.93,646.37
06/05/2008,496.25,655.18
06/06/2008,509.6,665.13
06/09/2008,509.16,656.84
06/10/2008,493.94,634.98
06/11/2008,500.6,643.38
06/12/2008,494.44,629.36
06/13/2008,495.09,632.24
06/16/2008,502.66,657.95
06/17/2008,503.02,652.03
06/18/2008,506.8,662.12
06/19/2008,512.89,667.17
06/20/2008,512.64,664.44
06/23/2008,503.37,641.43
06/24/2008,505.89,635.51
06/25/2008,500.64,630.53
06/26/2008,519.28,653.83
06/27/2008,528.5,672.47
06/30/2008,526.88,664.98
07/01/2008,536.1,694.64
07/02/2008,537.26,699.8
07/03/2008,529.97,697.75
07/04/2008,529.97,697.75
07/07/2008,527.35,680.8
07/08/2008,524.26,682.17
07/09/2008,527.32,690.56
07/10/2008,534.97,696.11
07/11/2008,545.6,715.14
07/14/2008,553.06,731.59
07/15/2008,555.84,722.62
07/16/2008,546.82,714.75
07/17/2008,551.39,712.12
07/18/2008,544.28,691.82
07/21/2008,547.61,700.46
07/22/2008,538.98,684.52
07/23/2008,524.5,663.76
07/24/2008,524.18,657.7
07/25/2008,526.79,660.66
07/28/2008,527.36,664.16
07/29/2008,520.98,660.77
07/30/2008,513.07,664.23
07/31/2008,518.94,676.62
08/01/2008,516.04,666.38
08/04/2008,510.72,652.02
08/05/2008,498.48,630.44
08/06/2008,496.76,627.93
08/07/2008,493.91,618.52
08/08/2008,486.57,583.3
08/11/2008,466.1,556.37
08/12/2008,458.41,551.27
08/13/2008,467.95,565.02
08/14/2008,458.4,541.74
08/15/2008,445.82,487.82
08/18/2008,453.55,498.73
08/19/2008,459.82,498.86
08/20/2008,459.56,496.36
08/21/2008,472.36,522.43
08/22/2008,469.29,512.9
08/25/2008,464.97,508.79
08/26/2008,466.35,516.33
08/27/2008,469.69,512.2
08/28/2008,471.52,517.4
08/29/2008,470.41,517.5
09/01/2008,470.41,517.5
09/02/2008,456.59,496.38
09/03/2008,455.31,488.92
09/04/2008,452.52,488.68
09/05/2008,452.31,465.48
09/08/2008,452.21,455.72
09/09/2008,446.31,442.52
09/10/2008,429.71,411.38
09/11/2008,420.15,398.75
09/12/2008,430.88,407.83
09/15/2008,443.62,420.74
09/16/2008,439.97,397.4
09/17/2008,479.44,441.16
09/18/2008,505.67,479.91
09/19/2008,487.47,471.42
09/22/2008,512.49,508.31
09/23/2008,502.48,497.75
09/24/2008,504.64,507.97
09/25/2008,497.33,501.76
09/26/2008,501.01,510.39
09/29/2008,504.4,492.38
09/30/2008,496.75,464.05
10/01/2008,500.43,482.77
10/02/2008,476.19,420.41
10/03/2008,469.95,428.17
10/06/2008,488.6,426.7
10/07/2008,497.52,430.3
10/08/2008,511.35,445.13
10/09/2008,500.07,449.03
10/10/2008,484.57,400.82
10/13/2008,475.28,408.02
10/14/2008,473.59,418.24
10/15/2008,473.31,384.96
10/16/2008,453.86,364.36
10/17/2008,444.39,353.02
10/20/2008,445.7,366.46
10/21/2008,433.31,381.03
10/22/2008,414.82,357.79
10/23/2008,403.26,359.31
10/24/2008,412.08,351.57
10/27/2008,419.23,347.83
10/28/2008,417.89,332.51
10/29/2008,425.52,370.92
10/30/2008,416.78,370.17
10/31/2008,405.34,368.1
11/03/2008,410.22,368.88
11/04/2008,427.44,383.27
11/05/2008,419.04,395.57
11/06/2008,413.29,380.44
11/07/2008,414.42,376.96
11/10/2008,421.37,386.74
11/11/2008,413.58,370.99
11/12/2008,405.34,358.72
11/13/2008,397.72,332.75
11/14/2008,419.06,359.14
11/17/2008,418.68,353
11/18/2008,413.05,361.07
11/19/2008,414.69,351.99
11/20/2008,421.95,341.1
11/21/2008,446.17,358.29
11/24/2008,461.94,391.2
11/25/2008,462,388.45
11/26/2008,456.82,387.09
11/27/2008,456.82,387.09
11/28/2008,461.16,385.63
12/01/2008,437.4,353.59
12/02/2008,441.06,362.45
12/03/2008,433.86,361.51
12/04/2008,431.04,358.87
12/05/2008,423.55,355.48
12/08/2008,433.18,376.02
12/09/2008,435.94,371.31
12/10/2008,455.42,384.5
12/11/2008,465.45,392.98
12/12/2008,462.01,385.63
12/15/2008,471.02,400.34
12/16/2008,474.51,403.54
12/17/2008,489.04,430.49
12/18/2008,484.59,419.19
12/19/2008,471.53,409.01
12/22/2008,477.05,409.39
12/23/2008,471.93,386.77
12/24/2008,477.5,390.16
12/25/2008,477.5,390.16
12/26/2008,490.57,396.95
12/29/2008,492.88,407.51
12/30/2008,489.9,413.91
12/31/2008,497.95,425.79
01/01/2009,497.95,425.79
01/02/2009,495.25,433.14
01/05/2009,483.03,424.85
01/06/2009,487.65,431.45
01/07/2009,473.97,418.63
01/08/2009,481.18,418.33
01/09/2009,481.47,426.74
01/12/2009,462.32,405.26
01/13/2009,462.19,402.62
01/14/2009,455.45,394.9
01/15/2009,454.78,393.58
01/16/2009,473.11,422.8
01/19/2009,473.11,422.8
01/20/2009,481.66,421.29
01/21/2009,478.79,426.95
01/22/2009,483.74,428.46
01/23/2009,504.66,450.14
01/26/2009,511.97,456.55
01/27/2009,506.75,459
01/28/2009,500.34,451.01
01/29/2009,509.62,457.88
01/30/2009,521.93,473.71
02/02/2009,510.02,468.06
02/03/2009,501.76,463.73
02/04/2009,507.22,470.15
02/05/2009,513.97,480.71
02/06/2009,514.03,496.17
02/09/2009,501.95,483.73
02/10/2009,513.99,495.07
02/11/2009,531.03,509.83
02/12/2009,533.67,509.45
02/13/2009,529.74,513.82
02/16/2009,529.74,513.82
02/17/2009,543.99,528.48
02/18/2009,550.01,539.01
02/19/2009,549.06,525.59
02/20/2009,563.51,546.58
02/23/2009,559.48,545.02
02/24/2009,545.15,527.83
02/25/2009,543.3,523.28
02/26/2009,530.03,488.11
02/27/2009,529.98,493.2
03/02/2009,528.59,491.7
03/03/2009,513.74,478.35
03/04/2009,509.87,485.88
03/05/2009,521.74,493.6
03/06/2009,530.12,501.61
03/09/2009,516.25,486.84
03/10/2009,503.81,471.79
03/11/2009,512.16,481.58
03/12/2009,519.63,486.96
03/13/2009,523.11,497.2
03/16/2009,518.58,484.98
03/17/2009,515.67,476.71
03/18/2009,500.07,449.06
03/19/2009,539.18,508.7
03/20/2009,537.78,520.74
03/23/2009,535.72,522.07
03/24/2009,519.56,502.58
03/25/2009,526.3,505.59
03/26/2009,528.66,512.48
03/27/2009,519.18,499.05
03/30/2009,514.92,490.41
03/31/2009,519.02,488.6
04/01/2009,520.54,488.23
04/02/2009,509.99,490.11
04/03/2009,503.49,479.2
04/06/2009,489.75,455.69
04/07/2009,495.64,459.46
04/08/2009,497.1,464.35
04/09/2009,495.65,463.99
04/10/2009,495.65,463.99
04/13/2009,502.67,480.49
04/14/2009,500.54,480.38
04/15/2009,501.39,481.66
04/16/2009,493.7,461.12
04/17/2009,487.03,443.59
04/20/2009,498.03,455.46
04/21/2009,495.34,453.77
04/22/2009,500.84,463.05
04/23/2009,508.76,479.98
04/24/2009,512.97,486.26
04/27/2009,509.66,487.58
04/28/2009,501.47,466.59
04/29/2009,505.35,479.69
04/30/2009,500.13,462.8
05/01/2009,498.45,469.37
05/04/2009,506.31,492.39
05/05/2009,507.49,503.92
05/06/2009,511.25,514.82
05/07/2009,513.78,526.84
05/08/2009,513.44,524.02
05/11/2009,512.68,522.34
05/12/2009,518.55,533.8
05/13/2009,519.67,526.48
05/14/2009,521.02,527.23
05/15/2009,522.59,526.11
05/18/2009,517.22,519.36
05/19/2009,520.02,530.44
05/20/2009,526.02,536.26
05/21/2009,533.64,542.46
05/22/2009,537.95,551.85
05/25/2009,537.95,551.85
05/26/2009,534.94,548.29
05/27/2009,535,558.25
05/28/2009,539.48,569.33
05/29/2009,549.06,586.23
06/01/2009,548.9,590.94
06/02/2009,551.37,599.2
06/03/2009,540.84,574.98
06/04/2009,550.2,596.95
06/05/2009,539.17,577.91
06/08/2009,533.52,561.66
06/09/2009,534.75,568.63
06/10/2009,534.75,571.85
06/11/2009,538.85,581.93
06/12/2009,526.92,558.7
06/15/2009,519.53,527.01
06/16/2009,522.17,530.76
06/17/2009,524.3,536.34
06/18/2009,523.52,534.84
06/19/2009,524.42,533.39
06/22/2009,515.91,514.81
06/23/2009,517.76,519.98
06/24/2009,523.42,522.46
